record_id,run_id,dictionary_version,tagset_version,export_version,timestamp_iso,coder_id,coder_action,igo,attribute_code,attribute_label,indicator_id,indicator_label,doc_family_inferred,evidence_tier,source_type,source_year,source_lang,article_section_page,page_in_pdf,source_uri,coded_value,decision_rationale,review_note,quoted_or_paraphrased,instrument_title,instrument_type,trace_key,retrieval_set,coder_action_std,attribute_code_final,tfidf_cosine,source_title_char_count,source_title_word_count,source_title_sha256,source_excerpt_char_count,source_excerpt_word_count,source_excerpt_sha256,matrix_cell_text_char_count,matrix_cell_text_word_count,matrix_cell_text_sha256,excerpt_full_char_count,excerpt_full_word_count,excerpt_full_sha256,public_text_fields_included,public_release_note
TLF-V6-000115,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-02-02T01:31:52Z,IA,Accept,UN Global Compact Office,SJ,Spatial Jurisdiction,IND_SJ_SCOPE,Geographic scope and ABNJ/high-seas references,External/website,Substantiation/References,Unspecified (see source_title/source_uri),—,EN,Not specified (see narrative/citations in cell text),—,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N18/463/65/PDF/N1846365.pdf?OpenElement).,status=accepted; attribute=SJ; indicator=SJ_scope,Substantiates matrix value; citation anchors preserved.,External portal evidence: spatial remit located (Not specified (see narrative/citations in cell text)); coded as SJ (not SMJ).,—,—,—,d2145aef86c90b3816cc2a0fa9fe427638f2b8e8,attributes,ACCEPT,SJ,0.0,8,1,ffb4fe68489703ba679aedd2c4df2d66fd8e4c88766397bd2bae8e46af0d4a27,259,29,034ce45cdf5d643b8bfe6af60d85a7007309e583c4bab14b839fa06d0e7e037f,259,29,034ce45cdf5d643b8bfe6af60d85a7007309e583c4bab14b839fa06d0e7e037f,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000116,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-02-02T21:02:41Z,IA,Accept,UN Global Compact Office,SMJ,Subject Matter Jurisdiction,IND_SMJ_DOMAIN,Issue domains and functions within remit,External/website,Substantiation/References,Unspecified (see source_title/source_uri),—,EN,Not specified (see narrative/citations in cell text),—,https://unglobalcompact.org/about/faq).,status=accepted; attribute=SMJ; indicator=SMJ_domain,Substantiates matrix value; citation anchors preserved.,External portal evidence: SMJ coded as issue-domain descriptor (shipping/maritime) (Not specified (see narrative/citations in cell text)); separated from governance constructs.,—,—,—,aef45822761e29abf2a52e341380acf1b9b95239,attributes,ACCEPT,SMJ,0.0,5,1,c9626ce2f17ae3d79a666f7fd036d209ac79375b934c2c7335dc02e81190961f,409,50,8d6caaff2277ca4022296e5697d7e1a77939204140b274bdc4427ddae270017e,859,99,ca77d2bec2ca1a62ecbf1b830d3c1debd1c5424151e402784c7d19d5a6afcc94,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000117,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-02-03T16:33:29Z,IA,Accept,UN Global Compact Office,SoJ,Source of Jurisdiction,IND_SOJ_LEGAL,Enabling legal instrument and mandate clauses,Foundational legal instrument,Substantiation/References,Convention,—,EN,Not specified (see narrative/citations in cell text),—,"https://unglobalcompact.org/take-action/20th-anniversary-campaign#:~:text=Launched%20in%202000%20by%20former,face%20to%20the%20global%20market.).",status=accepted; attribute=SoJ; indicator=SoJ_article,Relevant to indicator; retained after contextual read-through.,Founding instrument evidence: legal basis clause captured (Not specified (see narrative/citations in cell text)); coded as SoJ with citation anchor where available.,—,—,—,5cfaab154123d6039d1525b7f2cc97160f07bf1c,attributes,ACCEPT,SoJ,0.013573058627792367,42,4,588c2f723d9171be04df90b0658e6aaff7811f8a26bbe392b2dcaae885b63b84,542,50,558dc97da0655d46716a6b120b942595cda94a5d33dc467271060009b112cbbe,2509,271,c2a0a48dac8f41660a178a11cc6829d1e0c747f2a7c9a7e88d32dff0306b3b2d,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000118,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-02-04T12:04:17Z,IA,Accept,UN Global Compact Office,DO,Defined Objectives,IND_DO_OBJECTIVES,Stated objectives/purpose and institutional goals,Foundational legal instrument,Substantiation/References,Resolution,—,EN,paragraph 14,—,"https://documents-dds-ny.un.org/doc/UNDOC/GEN/N18/463/65/PDF/N1846365.pdf?OpenElement),",status=accepted; attribute=DO; indicator=DO_purpose,Accepted as best available evidence within tiered source hierarchy.,Founding instrument evidence: goal language located (paragraph 14); retained for DO with provenance.,—,—,—,fb18242189a36d45d39e5ddbeae2558a0f91dda4,attributes,ACCEPT,DO,0.014511488698897053,188,21,d317ee250e5b6249616cbb5b06bd49199e196b406e957a4d1c65884f1ad7bd3f,441,50,bbb7e5acdf21c6080541dd094060e68a817913a677504141820b648fa33c130d,1661,216,12d5c49c052ec0ff6a32f612dd4a01572d2f8bca8c714be860baddbd0e7cd9ba,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000119,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-02-05T07:35:06Z,IA,Accept,UN Global Compact Office,STR,Strategies,IND_STR_INSTRUMENTS,Instrument families and strategy portfolio,Foundational legal instrument,Substantiation/References,Resolution,—,EN,Not specified (see narrative/citations in cell text),—,https://ungc-communications-assets.s3.amazonaws.com/docs/about_the_gc/UN-GLOBAL-COMPACT-STRATEGY-2021-2023.pdf).,status=accepted; attribute=STR; indicator=STR_family,Accepted as best available evidence within tiered source hierarchy.,Founding instrument evidence: operational instrument referenced (Not specified (see narrative/citations in cell text)); coded as STR (mixed strategy references) for comparable scoring.,—,—,—,8a8d4dd3df497c5b69fa1b233128f22cdf758ada,attributes,ACCEPT,STR,0.06747059757187171,70,8,540fc3b8799e345dc96e634723e0d91d55a0e9e4bb2d86e118a8fd2884902a06,459,50,d7549ac073892c54fa9eef065b3a83b87cbe5836d58444f7778eb96ea98a891e,1334,144,77ab222fbd89f7c35efecf569b1df956ca744bfe19b22ea291aca32cc86a13c5,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000120,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-02-06T03:05:54Z,IA,Accept,International Atomic Energy Agency (IAEA),YE,Year of Establishment,IND_YE_DATE,Formal establishment date (legal basis),Foundational legal instrument,Substantiation/References,Unspecified (see source_title/source_uri),—,EN,Not specified (see narrative/citations in cell text),—,—,status=accepted; attribute=YE; indicator=YE_date,Accepted as best available evidence within tiered source hierarchy.,Founding instrument evidence: founding year extracted (Not specified (see narrative/citations in cell text)); checked against instrument header/preamble.,—,—,—,516c3d07c0b8343fe7488564a65478837f1c72f3,attributes,ACCEPT,YE,0.0,25,4,2f94bc2188808d03562f37d25d93c9442dfbe2a7dfc36fda87880056227d4dc7,6,1,ce1065e5d33b114c011c2c0ef6475693ade92091bdb1f39fc0343620bd3ec0a9,6,1,ce1065e5d33b114c011c2c0ef6475693ade92091bdb1f39fc0343620bd3ec0a9,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000121,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-02-06T22:36:42Z,IA,Accept,International Atomic Energy Agency (IAEA),SCL,Scale,IND_SCALE_GLOBAL,Global/near-global mandate scale,Foundational legal instrument,Substantiation/References,Unspecified (see source_title/source_uri),—,EN,Not specified (see narrative/citations in cell text),—,—,status=accepted; attribute=SCL; indicator=SCL_scale_gate,Substantiates matrix value; citation anchors preserved.,Founding instrument evidence: evidence of multi-basin/ABNJ remit (Not specified (see narrative/citations in cell text)); retained for Scale field.,—,—,—,0d8be9fe6d84fe4e081d390ba7ba7f3896a7959e,scale_gate,ACCEPT,SCL,0.27002604662797214,25,4,2f94bc2188808d03562f37d25d93c9442dfbe2a7dfc36fda87880056227d4dc7,6,1,a258b30f88c30650e73073d5bdde5cfcc6987100ae62d37789e5c46a0d85b7c6,6,1,a258b30f88c30650e73073d5bdde5cfcc6987100ae62d37789e5c46a0d85b7c6,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000122,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-02-07T18:07:31Z,IA,Accept,International Atomic Energy Agency (IAEA),SJ,Spatial Jurisdiction,IND_SJ_SCOPE,Geographic scope and ABNJ/high-seas references,Foundational legal instrument,Substantiation/References,Unspecified (see source_title/source_uri),—,EN,Not specified (see narrative/citations in cell text),—,https://www.iaea.org/about/governance/list-of-member-states).,status=accepted; attribute=SJ; indicator=SJ_scope,Relevant to indicator; retained after contextual read-through.,Founding instrument evidence: SJ coded from explicit geographic scope language (Not specified (see narrative/citations in cell text)); retained for spatial scope.,—,—,—,662e12a93a7f5a0c3e28ac93fbf5772b967e9da6,attributes,ACCEPT,SJ,0.0,243,32,72d53472b4532e845da1c79389c337e40bd87fe306c002faf61299d58ee2ccbe,397,50,511efcce10a90a648c293ead7f49eaaa6df6e66d5a3fcf3509bd347ef91bd79b,494,58,473ca50b9c38c4c4333e29969a7eca376ab0c2a5bed98b824b3ae827c34f575d,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000123,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-02-08T13:38:19Z,IA,Accept,International Atomic Energy Agency (IAEA),SMJ,Subject Matter Jurisdiction,IND_SMJ_DOMAIN,Issue domains and functions within remit,Foundational legal instrument,Substantiation/References,Agreement,—,EN,Not specified (see narrative/citations in cell text),—,https://www.iaea.org/sites/default/files/18/03/competency-framework.pdf).,status=accepted; attribute=SMJ; indicator=SMJ_domain,Meets indicator definition; provenance captured for reconstruction.,Founding instrument evidence: SMJ coded as issue-domain descriptor (pollution/chemicals) (Not specified (see narrative/citations in cell text)); separated from governance constructs.,—,—,—,10c13e1fed1dcf041d90d5670977a87a31505a29,attributes,ACCEPT,SMJ,0.0,11,1,849b6ee53f084b5a5c4ee459eaa86e789febfdc6d6867e133a83a3e4fda94ac7,449,50,74f09ece4d97d51d7bed36744c9199ce034b1e2fb433c4edbd36356adb8f0e43,834,87,c3f810dbda4006420dbcd4364318ed286a72ae110f8483f42d35c7d7c5b82886,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000124,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-02-09T09:09:08Z,IA,Accept,International Atomic Energy Agency (IAEA),SoJ,Source of Jurisdiction,IND_SOJ_LEGAL,Enabling legal instrument and mandate clauses,Foundational legal instrument,Substantiation/References,Statute/Charter,—,EN,Article III,—,https://www.iaea.org/sites/default/files/statute.pdf).,status=accepted; attribute=SoJ; indicator=SoJ_article,Checked for construct fit; retained with source pointer.,Founding instrument evidence: jurisdictional source located (Article III); used to populate SoJ with traceable citation.,—,—,—,e5ef6c120c20f88f56e5bb814c3c1680f6155317,attributes,ACCEPT,SoJ,0.02958971922895709,137,23,3737cc971a1b304f50e5b984246c6fc55076d1cafcaee3f105a735e7cef13918,338,50,60856d03a813d5ab0b71ba989a7a270044c113f50d2ff4d3043cade0484188e0,1614,195,8cf5b4150cf9bea4c64334b578912ea3b8ebe6147db15f390cbf905cfae9373a,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000125,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-02-10T04:39:56Z,IA,Accept,International Atomic Energy Agency (IAEA),DO,Defined Objectives,IND_DO_OBJECTIVES,Stated objectives/purpose and institutional goals,Foundational legal instrument,Substantiation/References,Statute/Charter,—,EN,Article II,—,"https://www.iaea.org/sites/default/files/statute.pdf),",status=accepted; attribute=DO; indicator=DO_purpose,Substantiates matrix value; citation anchors preserved.,Founding instrument evidence: goal language located (Article II); retained for DO with provenance.,—,—,—,97deccc3fc5e6b5b95a8726ef293ee46dc06d13f,attributes,ACCEPT,DO,0.016929706618232385,20,2,728c55d4d473043312e0b006dd979699e32d9953231cd1dddeb4005ae93e1df2,394,50,4f50b6655f7716737171afcc0f16f0b08a1f9255a41d3baa574ddf8846a59cbf,1198,159,4ed26bf358ffd16a790572de27d16b19ef9aef4b16b00be5d34269ef350d624a,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000126,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-02-11T00:10:44Z,IA,Accept,International Atomic Energy Agency (IAEA),STR,Strategies,IND_STR_INSTRUMENTS,Instrument families and strategy portfolio,External/website,Substantiation/References,Unspecified (see source_title/source_uri),—,EN,Not specified (see narrative/citations in cell text),—,https://www.iaea.org/sites/default/files/23/02/mts2024_2029.pdf).,status=accepted; attribute=STR; indicator=STR_family,Substantiates matrix value; citation anchors preserved.,External portal evidence: strategy instrument evidence captured (Not specified (see narrative/citations in cell text)); classified to 'mixed strategy references' family for STR.,—,—,—,3780d8ca40b999cbb7f5417c83c77bef01e33e16,attributes,ACCEPT,STR,0.042200014948229836,18,2,f6d77df104f213c35372909b2e4ac494baf100c047798449bdcbed8f4a912c3c,355,50,f50b9ef26729437c91f1c2a9002a063b2a0370be509a689fe003b54badba9ba1,1930,230,78c2e8da434f7d6fca713686cf8cbc4e9ad733ef8026bb4eaa0a3652c19ac26f,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000127,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-02-11T19:41:33Z,IA,Accept,World Meteorological Organization (WMO),YE,Year of Establishment,IND_YE_DATE,Formal establishment date (legal basis),Foundational legal instrument,Substantiation/References,Convention,—,EN,Not specified (see narrative/citations in cell text),—,—,status=accepted; attribute=YE; indicator=YE_date,Meets indicator definition; provenance captured for reconstruction.,Founding instrument evidence: creation date recorded (Not specified (see narrative/citations in cell text)); retained as YE substantiation.,—,—,—,15f77437d8a0931d2d18497e58c735686ae5914f,attributes,ACCEPT,YE,0.0,69,8,02e5246b03b15ae0bc2523e1b0fcd68a1987cd3a3ecc1662786a8dfb3e50be0b,6,1,81d93c4b1e4cd115581b8928280d2e5254960f625ef0a87f163fb341e1003395,6,1,81d93c4b1e4cd115581b8928280d2e5254960f625ef0a87f163fb341e1003395,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000128,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-02-12T15:12:21Z,IA,Accept,World Meteorological Organization (WMO),SCL,Scale,IND_SCALE_GLOBAL,Global/near-global mandate scale,Foundational legal instrument,Substantiation/References,Convention,—,EN,Not specified (see narrative/citations in cell text),—,—,status=accepted; attribute=SCL; indicator=SCL_scale_gate,Accepted as best available evidence within tiered source hierarchy.,Founding instrument evidence: mandate reach documented (Not specified (see narrative/citations in cell text)); supports global-layer case definition.,—,—,—,3fcb383155ba9a54e99648e98c2b927fe0236402,scale_gate,ACCEPT,SCL,0.27002604662797214,69,8,02e5246b03b15ae0bc2523e1b0fcd68a1987cd3a3ecc1662786a8dfb3e50be0b,6,1,a258b30f88c30650e73073d5bdde5cfcc6987100ae62d37789e5c46a0d85b7c6,6,1,a258b30f88c30650e73073d5bdde5cfcc6987100ae62d37789e5c46a0d85b7c6,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000129,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-02-13T10:43:09Z,IA,Accept,World Meteorological Organization (WMO),SJ,Spatial Jurisdiction,IND_SJ_SCOPE,Geographic scope and ABNJ/high-seas references,External/website,Substantiation/References,Unspecified (see source_title/source_uri),—,EN,Not specified (see narrative/citations in cell text),—,https://wmo.int/about-wmo/overview).,status=accepted; attribute=SJ; indicator=SJ_scope,Substantiates matrix value; citation anchors preserved.,External portal evidence: spatial remit located (Not specified (see narrative/citations in cell text)); coded as SJ (not SMJ).,—,—,—,1f5ac125e8c23933430cb8d2ad85ef788ef6ed20,attributes,ACCEPT,SJ,0.00859175301054768,10,1,4a6047f414034d1f7146c4872cb7ba32d65b70ee8a2a2e139df90ec0d59807eb,365,48,18a60239aa0e5160f94a1b734395ced000805989b79e5c1d18a88f6ea8f3120c,365,48,18a60239aa0e5160f94a1b734395ced000805989b79e5c1d18a88f6ea8f3120c,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000130,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-02-14T06:13:58Z,IA,Accept,World Meteorological Organization (WMO),SMJ,Subject Matter Jurisdiction,IND_SMJ_DOMAIN,Issue domains and functions within remit,External/website,Substantiation/References,Unspecified (see source_title/source_uri),—,EN,Not specified (see narrative/citations in cell text),—,https://wmo.int/about-wmo/our-mandate).,status=accepted; attribute=SMJ; indicator=SMJ_domain,Accepted as best available evidence within tiered source hierarchy.,"External portal evidence: subject-matter scope identified (Not specified (see narrative/citations in cell text)); coded under SMJ (multi-domain), not as a governance theme.",—,—,—,fe60e8a410372dfcd889fb52a7bf4b8a0a207b10,attributes,ACCEPT,SMJ,0.0,13,2,e7e1a7c8e1b39c5bd32c2b6feb8ff972ac23f3b55882c4da5f09aa1d8635c184,386,50,595c9eb4baaa37ab8bb5c8a265a553c3052978aeb45a4cf45dd916515b94341e,1024,118,6332ff03fa9c2d4c76eb1ba9b3d500631880650c2857eb102f970e667a4c1e9c,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000131,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-02-15T01:44:46Z,IA,Accept,World Meteorological Organization (WMO),SoJ,Source of Jurisdiction,IND_SOJ_LEGAL,Enabling legal instrument and mandate clauses,Foundational legal instrument,Substantiation/References,Convention,—,EN,Article 2,—,https://library.wmo.int/viewer/48992/download?file=15_2021_en.pdf&type=pdf&navigator=1).,status=accepted; attribute=SoJ; indicator=SoJ_article,Relevant to indicator; retained after contextual read-through.,Founding instrument evidence: jurisdictional source located (Article 2); used to populate SoJ with traceable citation.,—,—,—,2caad38160fb97a40b950a5d152de466d4ebb84e,attributes,ACCEPT,SoJ,0.0057866521203528845,137,18,aea7237340a186703f424a406d14ebb412a4ac55f5c97de20edb4bf75da7605e,497,50,46ec2777aae0a3151d0a49e306a2efe9d71406c3d9a4bd47177b243c98bceff0,1657,190,b780e1fea4677cc2d3e81352d25207770a33ac9b11edb910c532c48be79ddfab,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000132,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-02-15T21:15:34Z,IA,Accept,World Meteorological Organization (WMO),DO,Defined Objectives,IND_DO_OBJECTIVES,Stated objectives/purpose and institutional goals,Foundational legal instrument,Substantiation/References,Convention,—,EN,Article 2,—,https://library.wmo.int/viewer/48992/download?file=15_2021_en.pdf&type=pdf&navigator=1).,status=accepted; attribute=DO; indicator=DO_purpose,Checked for construct fit; retained with source pointer.,Founding instrument evidence: institutional purpose articulated (Article 2); coded under DO (distinct from STR).,—,—,—,8c28a51581be8f4b21248b94a4c266fe3fa2c40c,attributes,ACCEPT,DO,0.014906327893639422,68,7,cfc2e3d6cd28cecc8a31858061ce6341153fa907dac383fe6fff4139d7cb8ae2,450,50,f9846fc33bd6e91b0cdc233966634b08c851a8ca977250cea8ac41f64ba20f63,1401,173,fceaaad7d89b44235d2b8d6d3b99fbd8765b38041b83adb5a168d6c2a2985902,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000133,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-02-16T16:46:23Z,IA,Accept,World Meteorological Organization (WMO),STR,Strategies,IND_STR_INSTRUMENTS,Instrument families and strategy portfolio,Foundational legal instrument,Substantiation/References,Agreement,—,EN,Not specified (see narrative/citations in cell text),—,"https://community.wmo.int/en/planning-and-monitoring/strategic-planning#:~:text=The%20process&text=The%20WMO%20Strategic%20Plan%20articulates,the%202020%2D2023%20financial%20period).",status=accepted; attribute=STR; indicator=STR_family,Substantiates matrix value; citation anchors preserved.,"Founding instrument evidence: strategy/implementation language captured (Not specified (see narrative/citations in cell text)); retained under STR, tagged 'MRV'.",—,—,—,91f4c65b6a4a7dee72385f6903f4ea5d4aa5102c,attributes,ACCEPT,STR,0.01119051269516616,222,23,d14c1e35e347959c233174f8b6965fdaeb40270864a02e5b78da4a66276809bf,556,50,d89bcc4a475652df08812460468ab6566d7a5962f63d175c9f16faa7df7b7140,2490,238,1b380c399f26d7c582676ef9835e3a469795cc6e6352ed3fd539303140486ed1,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000134,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-02-17T12:17:11Z,IA,Accept,Organisation for Economic Co-operation and Development (OECD),YE,Year of Establishment,IND_YE_DATE,Formal establishment date (legal basis),Foundational legal instrument,Substantiation/References,Convention,—,EN,Not specified (see narrative/citations in cell text),—,—,status=accepted; attribute=YE; indicator=YE_date,Checked for construct fit; retained with source pointer.,Founding instrument evidence: founding year extracted (Not specified (see narrative/citations in cell text)); checked against instrument header/preamble.,—,—,—,d2967c662dbf23cd9422117b886726cf45c63508,attributes,ACCEPT,YE,0.0,72,9,d702745a6b087bb0987db8cee25c773e1480e8d887458e79cab0c4921029540c,6,1,ea642465219d61370312f45cf567d366b2ee348545c35d3b651ab4296ffa102c,6,1,ea642465219d61370312f45cf567d366b2ee348545c35d3b651ab4296ffa102c,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000135,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-02-18T07:48:00Z,IA,Accept,Organisation for Economic Co-operation and Development (OECD),SCL,Scale,IND_SCALE_GLOBAL,Global/near-global mandate scale,Foundational legal instrument,Substantiation/References,Convention,—,EN,Not specified (see narrative/citations in cell text),—,—,status=accepted; attribute=SCL; indicator=SCL_scale_gate,Substantiates matrix value; citation anchors preserved.,Founding instrument evidence: mandate reach documented (Not specified (see narrative/citations in cell text)); supports global-layer case definition.,—,—,—,45e10fdb0c350d3770762b850e71ee7e6dd61aed,scale_gate,ACCEPT,SCL,0.27002604662797214,72,9,d702745a6b087bb0987db8cee25c773e1480e8d887458e79cab0c4921029540c,6,1,a258b30f88c30650e73073d5bdde5cfcc6987100ae62d37789e5c46a0d85b7c6,6,1,a258b30f88c30650e73073d5bdde5cfcc6987100ae62d37789e5c46a0d85b7c6,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
TLF-V6-000136,2024-11_partII_igo_coding_v1,dict_v1.2,attr_v1.0,traceability_v6_package,2025-02-19T03:18:48Z,IA,Accept,Organisation for Economic Co-operation and Development (OECD),SJ,Spatial Jurisdiction,IND_SJ_SCOPE,Geographic scope and ABNJ/high-seas references,External/website,Substantiation/References,Unspecified (see source_title/source_uri),—,EN,Not specified (see narrative/citations in cell text),—,"https://www.oecd.org/newsroom/oecd-welcomes-costa-rica-as-its-38th-member.htm#:~:text=The%20OECD's%2038%20members%20are,Norway%2C%20Poland%2C%20Portugal%2C%20Slovak).",status=accepted; attribute=SJ; indicator=SJ_scope,Meets indicator definition; provenance captured for reconstruction.,External portal evidence: spatial remit located (Not specified (see narrative/citations in cell text)); coded as SJ (not SMJ).,—,—,—,aebab7389fd3856e8bc42107cfd07273aa10d199,attributes,ACCEPT,SJ,0.0061975507370152245,43,8,768c05bbe733681d6d3a5c6e04bc380acb0b145bdccd71f033ebf7774e3374be,497,45,53d9bf93a6e5ecc296474c3c3b1eefc51cf63789b4ad667cce5c44879aae2477,497,45,53d9bf93a6e5ecc296474c3c3b1eefc51cf63789b4ad667cce5c44879aae2477,1,0,bda050585a00f0f6cb502350559d75532ae3b244c9498b996e7c5df2d98dfc8d,No,"Source-derived excerpts and duplicated narrative fields withheld; trace identifiers, decisions, source locators, and cryptographic hashes retained."
